source,slug,status,severity,score,summary,issues
static,alarm-habit,,Pass,90,cards=14; paragraphs=16; faq=true,
static,cooking-music,,Pass,90,cards=10; paragraphs=12; faq=true,
static,cooking-presentation,,Pass,90,cards=10; paragraphs=12; faq=true,
static,cooking-recipe,,Pass,90,cards=10; paragraphs=12; faq=true,
static,cooking-seasoning,,Pass,90,cards=10; paragraphs=12; faq=true,
static,cooking-share,,Pass,90,cards=10; paragraphs=12; faq=true,
static,cooking-shared,,Pass,90,cards=10; paragraphs=12; faq=true,
static,cooking-solo,,Pass,90,cards=10; paragraphs=12; faq=true,
static,cooking-style,,Pass,90,cards=11; paragraphs=10; faq=true,
static,cooking-time,,Pass,90,cards=10; paragraphs=12; faq=true,
static,cooking-timing,,Pass,90,cards=10; paragraphs=12; faq=true,
static,cstore-routine,,Pass,90,cards=10; paragraphs=11; faq=true,
static,cvs-combo,,Pass,90,cards=11; paragraphs=12; faq=true,
static,dessert-style,,Pass,90,cards=10; paragraphs=11; faq=true,
static,dinner-preference,,Pass,90,cards=8; paragraphs=13; faq=true,
static,door-closing,,Pass,90,cards=12; paragraphs=13; faq=true,
static,drink-preference,,Pass,90,cards=12; paragraphs=13; faq=true,
static,evening-cleaning,,Pass,90,cards=11; paragraphs=18; faq=true,
static,evening-entertainment,,Pass,90,cards=11; paragraphs=18; faq=true,
static,evening-exercise,,Pass,90,cards=11; paragraphs=18; faq=true,
static,evening-meal,,Pass,90,cards=11; paragraphs=18; faq=true,
static,evening-reflection,,Pass,90,cards=11; paragraphs=18; faq=true,
static,evening-routine,,Pass,90,cards=10; paragraphs=11; faq=true,
static,evening-sleep-prep,,Pass,90,cards=11; paragraphs=18; faq=true,
static,evening-snack,,Pass,90,cards=11; paragraphs=18; faq=true,
static,evening-social,,Pass,90,cards=11; paragraphs=18; faq=true,
static,evening-wind-down,,Pass,90,cards=11; paragraphs=18; faq=true,
static,evening-work,,Pass,90,cards=11; paragraphs=18; faq=true,
static,food-allergy,,Pass,90,cards=11; paragraphs=10; faq=true,
static,food-aroma,,Pass,90,cards=8; paragraphs=13; faq=true,
static,food-bitterness,,Pass,90,cards=10; paragraphs=11; faq=true,
static,food-brand,,Pass,90,cards=8; paragraphs=8; faq=true,
static,food-budget,,Pass,90,cards=10; paragraphs=12; faq=true,
static,food-chewy,,Pass,90,cards=10; paragraphs=11; faq=true,
static,food-color-preference,,Pass,90,cards=8; paragraphs=13; faq=true,
static,food-combination,,Pass,90,cards=11; paragraphs=10; faq=true,
static,food-creamy,,Pass,90,cards=10; paragraphs=11; faq=true,
static,food-crispy,,Pass,90,cards=10; paragraphs=11; faq=true,
static,food-crunchy,,Pass,90,cards=10; paragraphs=11; faq=true,
static,food-delivery,,Pass,90,cards=10; paragraphs=9; faq=true,
static,food-delivery-app,,Pass,90,cards=10; paragraphs=12; faq=true,
static,food-dipping,,Pass,90,cards=8; paragraphs=13; faq=true,
static,food-garnishing,,Pass,90,cards=11; paragraphs=10; faq=true,
static,food-garnishing-style,,Pass,90,cards=10; paragraphs=11; faq=true,
static,food-label,,Pass,90,cards=11; paragraphs=10; faq=true,
static,food-layering,,Pass,90,cards=8; paragraphs=13; faq=true,
static,food-mixing,,Pass,90,cards=8; paragraphs=13; faq=true,
static,food-new,,Pass,90,cards=10; paragraphs=12; faq=true,
static,food-ordering,,Pass,90,cards=11; paragraphs=10; faq=true,
static,food-photography,,Pass,90,cards=11; paragraphs=10; faq=true,
static,food-plating,,Pass,90,cards=10; paragraphs=11; faq=true,
static,food-portion,,Pass,90,cards=10; paragraphs=11; faq=true,
static,food-presentation,,Pass,90,cards=11; paragraphs=10; faq=true,
static,food-reheating,,Pass,90,cards=11; paragraphs=10; faq=true,
static,food-review,,Pass,90,cards=11; paragraphs=10; faq=true,
static,food-sale,,Pass,90,cards=10; paragraphs=12; faq=true,
static,food-saltiness,,Pass,90,cards=10; paragraphs=11; faq=true,
static,food-scooping,,Pass,90,cards=8; paragraphs=13; faq=true,
static,food-seasoning,,Pass,90,cards=11; paragraphs=10; faq=true,
static,food-sharing,,Pass,90,cards=11; paragraphs=10; faq=true,
static,food-sourness,,Pass,90,cards=10; paragraphs=11; faq=true,
static,food-spiciness,,Pass,90,cards=10; paragraphs=11; faq=true,
static,food-storage,,Pass,90,cards=11; paragraphs=10; faq=true,
static,food-sweetness,,Pass,90,cards=10; paragraphs=11; faq=true,
static,food-temperature,,Pass,90,cards=11; paragraphs=10; faq=true,
static,food-temperature-preference,,Pass,90,cards=8; paragraphs=13; faq=true,
static,food-texture,,Pass,90,cards=11; paragraphs=10; faq=true,
static,food-timing,,Pass,90,cards=11; paragraphs=10; faq=true,
static,food-umami,,Pass,90,cards=10; paragraphs=11; faq=true,
static,food-waste,,Pass,90,cards=11; paragraphs=10; faq=true,
static,game-play-style,,Pass,90,cards=12; paragraphs=13; faq=true,
static,gift-choosing,,Pass,90,cards=12; paragraphs=13; faq=true,
static,gift-wrapping,,Pass,90,cards=12; paragraphs=13; faq=true,
static,grocery-shopping,,Pass,90,cards=10; paragraphs=12; faq=true,
static,hamburger-combo,,Pass,90,cards=11; paragraphs=12; faq=true,
static,hotel-breakfast,,Pass,90,cards=8; paragraphs=8; faq=true,
static,instagram-story,,Pass,90,cards=12; paragraphs=13; faq=true,
static,investment-style,,Pass,90,cards=8; paragraphs=8; faq=true,
static,jachui,,Pass,90,cards=10; paragraphs=9; faq=true,
static,kakao-reply-style,,Pass,90,cards=10; paragraphs=11; faq=true,
static,karaoke-song,,Pass,90,cards=12; paragraphs=13; faq=true,
static,kdrama-character,,Pass,90,cards=10; paragraphs=11; faq=true,
static,kdrama-mbti,,Pass,90,cards=5; paragraphs=24; faq=true,
static,kimbap-ingredient,,Pass,90,cards=12; paragraphs=13; faq=true,
static,kpop-idol,,Pass,90,cards=5; paragraphs=27; faq=true,
static,laundry-habit,,Pass,90,cards=12; paragraphs=13; faq=true,
static,leftover-handling,,Pass,90,cards=11; paragraphs=10; faq=true,
static,love-reaction,,Pass,90,cards=11; paragraphs=12; faq=true,
static,love-texting-style,,Pass,90,cards=10; paragraphs=11; faq=true,
static,lunch-decider,,Pass,90,cards=10; paragraphs=11; faq=true,
static,lunch-preference,,Pass,90,cards=8; paragraphs=13; faq=true,
static,lunchbox-style,,Pass,90,cards=12; paragraphs=13; faq=true,
static,market-choice,,Pass,90,cards=10; paragraphs=12; faq=true,
static,meal-balance,,Pass,90,cards=8; paragraphs=13; faq=true,
static,meal-cleanup,,Pass,90,cards=8; paragraphs=13; faq=true,
static,meal-duration,,Pass,90,cards=8; paragraphs=13; faq=true,
static,meal-etiquette,,Pass,90,cards=8; paragraphs=13; faq=true,
static,meal-frequency,,Pass,90,cards=8; paragraphs=13; faq=true,
static,meal-group,,Pass,90,cards=8; paragraphs=13; faq=true,
static,meal-leftover,,Pass,90,cards=8; paragraphs=13; faq=true,
static,meal-order,,Pass,90,cards=8; paragraphs=13; faq=true,
static,meal-pacing,,Pass,90,cards=8; paragraphs=13; faq=true,
static,meal-planning,,Pass,90,cards=8; paragraphs=13; faq=true,
static,meal-prep,,Pass,90,cards=12; paragraphs=13; faq=true,
static,meal-preparation,,Pass,90,cards=8; paragraphs=13; faq=true,
static,meal-serving,,Pass,90,cards=8; paragraphs=13; faq=true,
static,meal-sharing,,Pass,90,cards=8; paragraphs=13; faq=true,
static,meal-social,,Pass,90,cards=8; paragraphs=13; faq=true,
static,meal-solo,,Pass,90,cards=8; paragraphs=13; faq=true,
static,meat-grilling,,Pass,90,cards=12; paragraphs=13; faq=true,
static,meeting-villain,,Pass,90,cards=8; paragraphs=8; faq=true,
static,midnight-snack,,Pass,90,cards=8; paragraphs=13; faq=true,
static,mirror-habit,,Pass,90,cards=12; paragraphs=13; faq=true,
static,morning-alarm,,Pass,90,cards=13; paragraphs=19; faq=true,
static,morning-breakfast,,Pass,90,cards=11; paragraphs=18; faq=true,
static,morning-coffee,,Pass,90,cards=11; paragraphs=18; faq=true,
static,morning-commute,,Pass,90,cards=11; paragraphs=18; faq=true,
static,morning-energy,,Pass,90,cards=11; paragraphs=18; faq=true,
static,morning-mood,,Pass,90,cards=11; paragraphs=18; faq=true,
static,morning-outfit,,Pass,90,cards=11; paragraphs=18; faq=true,
static,morning-phone,,Pass,90,cards=13; paragraphs=19; faq=true,
static,morning-rush,,Pass,90,cards=11; paragraphs=18; faq=true,
static,morning-shower,,Pass,90,cards=11; paragraphs=18; faq=true,
static,movie-theater-style,,Pass,90,cards=10; paragraphs=9; faq=true,
static,music-taste,,Pass,90,cards=10; paragraphs=9; faq=true,
static,noodle-eating,,Pass,90,cards=12; paragraphs=13; faq=true,
static,ntrp-test,,Pass,90,cards=15; paragraphs=12; faq=true,
static,online-food,,Pass,90,cards=10; paragraphs=12; faq=true,
static,ott-habits,,Pass,90,cards=11; paragraphs=12; faq=true,
static,pet-mbti,,Pass,90,cards=14; paragraphs=14; faq=true,
static,phone-app-organization,,Pass,90,cards=11; paragraphs=18; faq=true,
static,phone-backup,,Pass,90,cards=11; paragraphs=18; faq=true,
static,phone-battery,,Pass,90,cards=11; paragraphs=18; faq=true,
static,phone-message,,Pass,90,cards=11; paragraphs=18; faq=true,
static,phone-notification,,Pass,90,cards=11; paragraphs=18; faq=true,
static,phone-payment,,Pass,90,cards=11; paragraphs=18; faq=true,
static,phone-photo,,Pass,90,cards=11; paragraphs=18; faq=true,
static,phone-search,,Pass,90,cards=11; paragraphs=18; faq=true,
static,phone-social-media,,Pass,90,cards=11; paragraphs=18; faq=true,
static,phone-storage,,Pass,90,cards=11; paragraphs=18; faq=true,
static,phone-style,,Pass,90,cards=9; paragraphs=12; faq=true,
static,phone-usage,,Pass,90,cards=15; paragraphs=19; faq=true,
static,pizza-topping,,Pass,90,cards=12; paragraphs=13; faq=true,
static,ramen-mbti,,Pass,90,cards=13; paragraphs=14; faq=true,
static,restaurant-ambiance,,Pass,90,cards=10; paragraphs=12; faq=true,
static,restaurant-choice,,Pass,90,cards=12; paragraphs=13; faq=true,
static,restaurant-menu,,Pass,90,cards=10; paragraphs=12; faq=true,
static,restaurant-price,,Pass,90,cards=10; paragraphs=12; faq=true,
static,restaurant-reservation,,Pass,90,cards=10; paragraphs=12; faq=true,
static,restaurant-service,,Pass,90,cards=10; paragraphs=12; faq=true,
static,rice-eating,,Pass,90,cards=12; paragraphs=13; faq=true,
static,salad-dressing,,Pass,90,cards=12; paragraphs=13; faq=true,
static,shopping-style,,Pass,90,cards=10; paragraphs=11; faq=true,
static,shower-habit,,Pass,90,cards=12; paragraphs=13; faq=true,
static,skin-routine,,Pass,90,cards=9; paragraphs=12; faq=true,
static,sleep-chronotype,,Pass,90,cards=10; paragraphs=13; faq=true,
static,snack-preference,,Pass,90,cards=8; paragraphs=13; faq=true,
static,snack-time,,Pass,90,cards=12; paragraphs=13; faq=true,
static,snowwhite-mbti,,Pass,90,cards=17; paragraphs=19; faq=true,
static,sock-wearing,,Pass,90,cards=12; paragraphs=13; faq=true,
static,soup-eating,,Pass,90,cards=12; paragraphs=13; faq=true,
static,soup-vs-bibim,,Pass,90,cards=12; paragraphs=13; faq=true,
static,spending-style,,Pass,90,cards=9; paragraphs=12; faq=true,
static,spice-tolerance,,Pass,90,cards=8; paragraphs=8; faq=true,
static,stew-vs-soup,,Pass,90,cards=12; paragraphs=13; faq=true,
static,store-choice,,Pass,90,cards=10; paragraphs=12; faq=true,
static,study-mbti,,Pass,90,cards=13; paragraphs=14; faq=true,
static,subway-vs-bus,,Pass,90,cards=12; paragraphs=13; faq=true,
static,taste-preference,,Pass,90,cards=12; paragraphs=13; faq=true,
static,travel-style,,Pass,90,cards=10; paragraphs=9; faq=true,
static,water-drinking,,Pass,90,cards=12; paragraphs=13; faq=true,
static,weekend-balance,,Pass,90,cards=11; paragraphs=18; faq=true,
static,weekend-chore,,Pass,90,cards=11; paragraphs=18; faq=true,
static,weekend-food,,Pass,90,cards=11; paragraphs=18; faq=true,
static,weekend-hobby,,Pass,90,cards=11; paragraphs=18; faq=true,
static,weekend-lazy,,Pass,90,cards=11; paragraphs=18; faq=true,
static,weekend-planning,,Pass,90,cards=11; paragraphs=18; faq=true,
static,weekend-rest,,Pass,90,cards=11; paragraphs=18; faq=true,
static,weekend-shopping,,Pass,90,cards=11; paragraphs=18; faq=true,
static,weekend-social,,Pass,90,cards=11; paragraphs=18; faq=true,
static,weekend-travel,,Pass,90,cards=11; paragraphs=18; faq=true,
static,youtube-habit,,Pass,90,cards=13; paragraphs=13; faq=true,
static,zombie-survival,,Pass,90,cards=8; paragraphs=8; faq=true,
data/quiz-wave3-200.json,home-closet-season-shift,source-json,Pass,90,results=16; avgSummary=288; thinRows=0,
data/quiz-wave3-200.json,home-desk-reset-routine,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,home-entryway-organization,source-json,Pass,90,results=16; avgSummary=339; thinRows=0,
data/quiz-wave3-200.json,home-pantry-inventory,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,home-bedding-change-rhythm,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,home-plant-watering-routine,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,home-trash-sorting-flow,source-json,Pass,90,results=16; avgSummary=288; thinRows=0,
data/quiz-wave3-200.json,home-toolbox-arrangement,source-json,Pass,90,results=16; avgSummary=339; thinRows=0,
data/quiz-wave3-200.json,home-storage-box-labeling,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,home-delivery-box-disposal,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,home-livingroom-reset,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,home-seasonal-decor-storage,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,home-household-stock-check,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,home-drawer-zone-making,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,home-cleaning-tool-choice,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,home-window-cleaning-timing,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,home-home-scent-choice,source-json,Pass,90,results=16; avgSummary=288; thinRows=0,
data/quiz-wave3-200.json,home-guest-ready-routine,source-json,Pass,90,results=16; avgSummary=288; thinRows=0,
data/quiz-wave3-200.json,home-home-noise-control,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,home-blanket-storage-style,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,home-kitchen-counter-reset,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,digital-screenshot-cleanup,source-json,Pass,90,results=16; avgSummary=288; thinRows=0,
data/quiz-wave3-200.json,digital-password-reset-response,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,digital-cloud-folder-rules,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,digital-digital-receipt-saving,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,digital-bookmark-sorting,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,digital-message-pin-habit,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,digital-voice-memo-review,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,digital-device-battery-care,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,digital-backup-routine,source-json,Pass,90,results=16; avgSummary=336; thinRows=0,
data/quiz-wave3-200.json,digital-online-cart-later,source-json,Pass,90,results=16; avgSummary=122; thinRows=0,
data/quiz-wave3-200.json,digital-search-history-cleanup,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,digital-digital-note-tagging,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,digital-video-watch-later,source-json,Pass,90,results=16; avgSummary=122; thinRows=0,
data/quiz-wave3-200.json,digital-file-share-permission,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,digital-desktop-wallpaper-choice,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,digital-email-label-rules,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,digital-messenger-muted-chat,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,digital-device-upgrade-timing,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,digital-online-profile-update,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,relation-birthday-message-tone,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-late-reply-handling,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-awkward-silence-handling,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-gift-card-writing,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-meeting-new-friend,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,relation-conflict-cooldown,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,relation-promise-time-check,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-memory-sharing-style,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-comfort-message-style,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-party-exit-timing,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,relation-name-remembering-effort,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-photo-tagging-manner,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,relation-borrowed-item-return,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-neighbor-greeting-style,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-reunion-prep-style,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,relation-thanks-message-depth,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-inside-joke-usage,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-relationship-distance-reset,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-team-lunch-talk,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-invitation-response,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,self-morning-first-task,source-json,Pass,90,results=16; avgSummary=287; thinRows=0,
data/quiz-wave3-200.json,self-weekly-review-habit,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,self-habit-tracker-use,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,self-personal-rule-making,source-json,Pass,90,results=16; avgSummary=122; thinRows=0,
data/quiz-wave3-200.json,self-motivation-slump-response,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,self-reward-setting-style,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,self-focus-break-rhythm,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,self-self-check-question,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,self-schedule-buffer-making,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,self-goal-wording-style,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,self-routine-restart-style,source-json,Pass,90,results=16; avgSummary=287; thinRows=0,
data/quiz-wave3-200.json,self-mood-log-habit,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,self-personal-space-reset,source-json,Pass,90,results=16; avgSummary=122; thinRows=0,
data/quiz-wave3-200.json,self-decision-fatigue-care,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,self-promise-to-self,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,self-daily-priority-one,source-json,Pass,90,results=16; avgSummary=122; thinRows=0,
data/quiz-wave3-200.json,self-self-feedback-tone,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,self-energy-budgeting,source-json,Pass,90,results=16; avgSummary=313; thinRows=0,
data/quiz-wave3-200.json,self-monthly-theme-setting,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,self-rest-day-planning,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,self-attention-reset,source-json,Pass,90,results=16; avgSummary=287; thinRows=0,
data/quiz-wave3-200.json,self-small-win-collecting,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,self-routine-minimum-line,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,hobby-craft-project-start,source-json,Pass,90,results=16; avgSummary=337; thinRows=0,
data/quiz-wave3-200.json,hobby-playlist-curation,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,hobby-bookstore-browsing,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,hobby-concert-seat-choice,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,hobby-movie-review-note,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,hobby-hobby-supply-shopping,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,hobby-drawing-reference-choice,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,hobby-music-practice-rhythm,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,hobby-collection-display,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,hobby-workshop-participation,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,hobby-hobby-sharing-post,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,hobby-game-difficulty-choice,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,hobby-reading-list-priority,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,hobby-creative-block-response,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,hobby-photo-walk-route,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,hobby-home-cafe-setup,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,hobby-hobby-budget-line,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,hobby-weekend-project-plan,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,hobby-learning-kit-choice,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,hobby-solo-hobby-depth,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,spend-wish-list-pruning,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,spend-review-reading-depth,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,spend-return-decision-style,source-json,Pass,90,results=16; avgSummary=337; thinRows=0,
data/quiz-wave3-200.json,spend-coupon-use-timing,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,spend-limited-edition-response,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,spend-gift-budget-setting,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,spend-offline-store-route,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,spend-delivery-fee-threshold,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,spend-bulk-buy-judgment,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,spend-sample-test-before-buy,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,spend-price-alert-setting,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,spend-subscription-keep-cancel,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,spend-payment-method-choice,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,spend-shopping-list-discipline,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,spend-impulse-buy-cooldown,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
